date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
6/26,2618,國泰-敦南,8888,300,588,-288,0.62,10,sell
6/26,2618,新加坡商瑞銀,1650,2908,2569,339,0.73,11,buy
6/26,2618,台新-建北,0039004200310038,10,258,-248,0.54,11,sell
6/26,2618,元大-忠孝鼎富,0039003800320046,345,7,338,0.73,12,buy
6/26,2618,群益金鼎-新莊,0039003100380047,89,336,-247,0.53,12,sell
6/26,2618,富邦-永和,9654,336,97,239,0.52,13,buy
6/26,2618,中國信託,6160,40,270,-230,0.5,13,sell
6/26,2618,台新-城東,0039004200320072,208,38,170,0.37,14,buy
6/26,2618,兆豐-新營,003700300030004b,0,214,-214,0.46,14,sell
6/26,2618,兆豐-台中,7003,201,39,162,0.35,15,buy
6/26,2618,凱基-長庚,9233,17,218,-201,0.43,15,sell
6/26,3037,富邦證券,9600,3675,2252,1423,1.83,1,buy
6/26,3037,台灣摩根士丹利,1470,5262,10942,-5680,7.29,1,sell
6/26,3037,永豐金證券,0039004100300030,1505,637,868,1.11,2,buy
6/26,3037,新加坡商瑞銀,1650,3029,5234,-2205,2.83,2,sell
6/26,3037,國泰-敦南,8888,2788,2315,473,0.61,3,buy
6/26,3037,凱基-台北,9268,3921,5678,-1757,2.25,3,sell
6/26,3037,國票-敦北法人,0037003700390063,655,229,426,0.55,4,buy
6/26,3037,元大證券,9800,7973,9341,-1368,1.76,4,sell
6/26,3037,宏遠證券,1260,329,25,304,0.39,5,buy
6/26,3037,美商高盛,1480,1714,2368,-654,0.84,5,sell
6/26,3037,兆豐證券,7000,311,35,276,0.35,6,buy
6/26,3037,凱基-城中,9227,191,659,-468,0.6,6,sell
6/26,3037,康和,8450,289,15,274,0.35,7,buy
6/26,3037,統一-城中,5854,208,583,-375,0.48,7,sell
6/26,3037,中國信託,6160,435,181,254,0.33,8,buy
6/26,3037,永豐金-匯立,0039004100380031,43,291,-248,0.32,8,sell
6/26,3037,台新,0039004200300030,859,605,254,0.33,9,buy
6/26,3037,群益金鼎,9100,389,602,-213,0.27,9,sell
6/26,3037,港商麥格理,1360,284,60,224,0.29,10,buy
6/26,3037,國票-安和,003700370039005a,76,241,-165,0.21,10,sell
6/26,3037,凱基,9200,342,121,221,0.28,11,buy
6/26,3037,元大-鳳山,003900380033005a,41,200,-159,0.2,11,sell
6/26,3037,元大-南屯,9853,269,69,200,0.26,12,buy
6/26,3037,兆豐-忠孝,0037003000300061,66,179,-113,0.14,12,sell
6/26,3037,國泰證券,8880,230,54,176,0.23,13,buy
6/26,3037,統一,5850,504,599,-95,0.12,13,sell
6/26,3037,台新-五權西,0039004200320035,191,34,157,0.2,14,buy
6/26,3037,摩根大通,8440,1410,1492,-82,0.11,14,sell
6/26,3037,福邦證券,6480,155,4,151,0.19,15,buy
6/26,3037,國泰-桃園,8885,337,397,-60,0.08,15,sell
6/26,2345,富邦證券,9600,979,32,947,19.51,1,buy
6/26,2345,新加坡商瑞銀,1650,248,654,-406,8.36,1,sell
6/26,2345,花旗環球,1590,763,23,740,15.25,2,buy
6/26,2345,凱基-站前,0039003200300046,7,363,-356,7.33,2,sell
6/26,2345,美林,1440,316,123,193,3.98,3,buy
6/26,2345,摩根大通,8440,119,315,-196,4.04,3,sell
6/26,2345,港商麥格理,1360,159,13,146,3.01,4,buy
6/26,2345,台灣摩根士丹利,1470,360,533,-173,3.56,4,sell
6/26,2345,元大證券,9800,293,225,68,1.4,5,buy
6/26,2345,凱基-台北,9268,216,331,-115,2.37,5,sell
6/26,2345,統一,5850,107,57,50,1.03,6,buy
6/26,2345,國泰證券,8880,4,114,-110,2.27,6,sell
6/26,2345,港商野村,1560,45,2,43,0.89,7,buy
6/26,2345,凱基,9200,25,116,-91,1.87,7,sell
6/26,2345,香港上海匯豐,8960,24,0,24,0.49,8,buy
6/26,2345,富邦-建國,9658,1,72,-71,1.46,8,sell
6/26,2345,國泰-新莊,8886,21,8,13,0.27,9,buy
6/26,2345,康和-仁愛,0038003400350046,0,52,-52,1.07,9,sell
6/26,2345,法銀巴黎,8900,14,4,10,0.21,10,buy
6/26,2345,永豐金證券,0039004100300030,71,109,-38,0.78,10,sell
6/26,2345,群益金鼎-三重,0039003100330067,8,0,8,0.16,11,buy
6/26,2345,國票-敦北法人,0037003700390063,11,41,-30,0.62,11,sell
6/26,2345,元大-南屯,9853,4,1,3,0.06,12,buy
6/26,2345,群益金鼎,9100,14,40,-26,0.54,12,sell
6/26,2345,兆豐證券,7000,3,0,3,0.06,13,buy
6/26,2345,康和-延平,8451,0,23,-23,0.47,13,sell
6/26,2345,元大-北府,0039003800300044,12,9,3,0.06,14,buy
6/26,2345,元大-鳳山,003900380033005a,0,21,-21,0.43,14,sell
6/26,2345,永豐金-萬盛,0039004100390032,3,0,3,0.06,15,buy
6/26,2345,美商高盛,1480,212,230,-18,0.37,15,sell
6/26,3006,美商高盛,1480,681,377,304,2.71,1,buy
6/26,3006,美林,1440,80,257,-177,1.58,1,sell
6/26,3006,永豐金-匯立,0039004100380031,230,0,230,2.05,2,buy
6/26,3006,摩根大通,8440,206,340,-134,1.19,2,sell
6/26,3006,台灣摩根士丹利,1470,738,646,92,0.82,3,buy
6/26,3006,凱基-新莊,0039003200310053,1,134,-133,1.19,3,sell
6/26,3006,台新-新莊,0039004200310039,99,8,91,0.81,4,buy
6/26,3006,凱基-台北,9268,875,1003,-128,1.14,4,sell
6/26,3006,新加坡商瑞銀,1650,225,177,48,0.43,5,buy
6/26,3006,聯邦證券,8580,33,102,-69,0.61,5,sell
6/26,3006,合庫-基隆,1025,58,11,47,0.42,6,buy
6/26,3006,元大-頭份,0039003800330055,69,129,-60,0.53,6,sell
6/26,3006,兆豐-忠孝,0037003000300061,48,5,43,0.38,7,buy
6/26,3006,花旗環球,1590,0,48,-48,0.43,7,sell
6/26,3006,群益金鼎-館前,0039003100330059,44,3,41,0.37,8,buy
6/26,3006,玉山-高雄,8843,20,68,-48,0.43,8,sell
6/26,3006,台新-同大,0039004200320050,42,8,34,0.3,9,buy
6/26,3006,元大-樹林,003900380039006a,8,56,-48,0.43,9,sell
6/26,3006,富邦-永康,003900360031005a,36,5,31,0.28,10,buy
6/26,3006,群益金鼎,9100,36,82,-46,0.41,10,sell
6/26,3006,富邦-竹科,0039003600320043,35,7,28,0.25,11,buy
6/26,3006,台新,0039004200300030,51,94,-43,0.38,11,sell
6/26,3006,台新-板橋,0039004200320062,36,9,27,0.24,12,buy
6/26,3006,元大-四維,9831,6,46,-40,0.36,12,sell
6/26,3006,元大證券,9800,1036,1010,26,0.23,13,buy
6/26,3006,永豐金證券,0039004100300030,53,93,-40,0.36,13,sell
6/26,3006,元大-向上,9824,23,0,23,0.2,14,buy
6/26,3006,華南永昌-桃園,9352,9,47,-38,0.34,14,sell
6/26,3006,國泰-桃園,8885,48,25,23,0.2,15,buy
6/26,3006,永豐金-埔里,0039004100370039,1,39,-38,0.34,15,sell
6/26,2379,富邦證券,9600,1318,5,1313,18.35,1,buy
6/26,2379,美商高盛,1480,73,761,-688,9.62,1,sell
6/26,2379,凱基-台北,9268,793,544,249,3.48,2,buy
6/26,2379,摩根大通,8440,121,624,-503,7.03,2,sell
6/26,2379,中國信託,6160,167,7,160,2.24,3,buy
6/26,2379,香港上海匯豐,8960,31,431,-400,5.59,3,sell
6/26,2379,元大-復北,9872,61,0,61,0.85,4,buy
6/26,2379,花旗環球,1590,39,258,-219,3.06,4,sell
6/26,2379,凱基,9200,70,11,59,0.82,5,buy
6/26,2379,元大證券,9800,532,748,-216,3.02,5,sell
6/26,2379,港商麥格理,1360,73,25,48,0.67,6,buy
6/26,2379,新加坡商瑞銀,1650,210,359,-149,2.08,6,sell
6/26,2379,元大-六合,0039003800320043,40,1,39,0.55,7,buy
6/26,2379,美林,1440,28,163,-135,1.89,7,sell
6/26,2379,台灣摩根士丹利,1470,183,144,39,0.55,8,buy
6/26,2379,國票證券,7790,9,105,-96,1.34,8,sell
6/26,2379,康和-石牌,0038003400350052,32,1,31,0.43,9,buy
6/26,2379,統一,5850,18,72,-54,0.75,9,sell
6/26,2379,兆豐-嘉義,7001,31,1,30,0.42,10,buy
6/26,2379,法銀巴黎,8900,11,58,-47,0.66,10,sell
6/26,2379,國票-安和,003700370039005a,20,1,19,0.27,11,buy
6/26,2379,群益金鼎,9100,42,81,-39,0.55,11,sell
6/26,2379,華南永昌-中正,9359,26,8,18,0.25,12,buy
6/26,2379,港商野村,1560,206,229,-23,0.32,12,sell
6/26,2379,統一-新竹,5857,20,3,17,0.24,13,buy
6/26,2379,富邦-南港,0039003600320041,1,20,-19,0.27,13,sell
6/26,2379,大昌-新竹,6463,14,1,13,0.18,14,buy
6/26,2379,華南永昌-潮州,9328,2,16,-14,0.2,14,sell
6/26,2379,土銀,1030,12,0,12,0.17,15,buy
6/26,2379,口袋證券,6620,1,15,-14,0.2,15,sell
6/26,3034,元大證券,9800,1822,967,855,8.76,1,buy
6/26,3034,台灣摩根士丹利,1470,94,1505,-1411,14.45,1,sell
6/26,3034,康和,8450,401,0,401,4.11,2,buy
6/26,3034,美林,1440,46,720,-674,6.9,2,sell
6/26,3034,國泰證券,8880,380,42,338,3.46,3,buy
6/26,3034,香港上海匯豐,8960,6,677,-671,6.87,3,sell
6/26,3034,群益金鼎-東門,0039003100380044,148,2,146,1.5,4,buy
6/26,3034,摩根大通,8440,124,488,-364,3.73,4,sell
6/26,3034,新加坡商瑞銀,1650,469,395,74,0.76,5,buy
6/26,3034,凱基-台北,9268,655,972,-317,3.25,5,sell
6/26,3034,永豐金證券,0039004100300030,110,41,69,0.71,6,buy
6/26,3034,美商高盛,1480,778,1010,-232,2.38,6,sell
6/26,3034,台新-敦南,0039004200320051,64,0,64,0.66,7,buy
6/26,3034,花旗環球,1590,31,113,-82,0.84,7,sell
6/26,3034,國泰-敦南,8888,151,95,56,0.57,8,buy
6/26,3034,凱基,9200,4,78,-74,0.76,8,sell
6/26,3034,宏遠證券,1260,45,0,45,0.46,9,buy
6/26,3034,元大-大天母,9893,4,39,-35,0.36,9,sell
6/26,3034,台灣企銀-桃園,0031003100310045,43,0,43,0.44,10,buy
6/26,3034,永豐金-敦南,0039004100380046,6,40,-34,0.35,10,sell
6/26,3034,台新,0039004200300030,60,24,36,0.37,11,buy
6/26,3034,法銀巴黎,8900,8,36,-28,0.29,11,sell
6/26,3034,玉山-景美,8849,38,2,36,0.37,12,buy
6/26,3034,富邦-花蓮,9621,0,27,-27,0.28,12,sell
6/26,3034,華南永昌-中正,9359,35,1,34,0.35,13,buy
6/26,3034,合庫-桃園,0031003000320045,19,39,-20,0.2,13,sell
6/26,3034,群益金鼎,9100,68,37,31,0.32,14,buy
6/26,3034,德信-新營,6913,0,20,-20,0.2,14,sell
6/26,3034,元大-左營,0039003800390044,35,4,31,0.32,15,buy
6/26,3034,日茂,5960,2,20,-18,0.18,15,sell
6/26,2412,統一,5850,2794,0,2794,17.75,1,buy
6/26,2412,美商高盛,1480,111,2844,-2733,17.36,1,sell
6/26,2412,群益金鼎,9100,1992,0,1992,12.66,2,buy
6/26,2412,台灣摩根士丹利,1470,763,2440,-1677,10.66,2,sell
6/26,2412,華南永昌-中正,9359,1925,671,1254,7.97,3,buy
6/26,2412,新加坡商瑞銀,1650,140,1638,-1498,9.52,3,sell
6/26,2412,富邦證券,9600,1105,1,1104,7.01,4,buy
6/26,2412,凱基-台北,9268,49,1212,-1163,7.39,4,sell
6/26,2412,永豐金證券,0039004100300030,504,27,477,3.03,5,buy
6/26,2412,合庫證券,1020,0,802,-802,5.1,5,sell
6/26,2412,國泰證券,8880,462,11,451,2.87,6,buy
6/26,2412,花旗環球,1590,215,792,-577,3.67,6,sell
6/26,2412,凱基,9200,293,78,215,1.37,7,buy
6/26,2412,元大-新盛,9869,1,500,-499,3.17,7,sell
6/26,2412,元大-松山,0039003800310070,207,1,206,1.31,8,buy
6/26,2412,臺銀-臺南,1042,6,413,-407,2.59,8,sell
6/26,2412,港商野村,1560,213,9,204,1.3,9,buy
6/26,2412,美林,1440,526,676,-150,0.95,9,sell
6/26,2412,中國信託,6160,311,151,160,1.02,10,buy
6/26,2412,元大證券,9800,460,584,-124,0.79,10,sell
6/26,2412,永豐金-彰化,0039004100390073,101,0,101,0.64,11,buy
6/26,2412,永豐金-匯立,0039004100380031,5,129,-124,0.79,11,sell
6/26,2412,摩根大通,8440,1090,1026,64,0.41,12,buy
6/26,2412,法銀巴黎,8900,20,134,-114,0.72,12,sell
6/26,2412,永豐金-高雄,0039004100390065,60,0,60,0.38,13,buy
6/26,2412,富邦-敦南,9663,1,90,-89,0.57,13,sell
6/26,2412,統一-基隆,0035003800350041,53,0,53,0.34,14,buy
6/26,2412,港商麥格理,1360,0,87,-87,0.55,14,sell
6/26,2412,台新-城東,0039004200320072,50,0,50,0.32,15,buy
6/26,2412,群益金鼎-東湖,003900310038004b,0,30,-30,0.19,15,sell
